date,product_id,sales,category,region,price,discount,rating,views,clicks
2024-04-09,P011,49,B,East,14.25,3.3,4,4698,41
2024-04-10,P015,37,A,East,20.39,4.29,2,2213,305
2024-04-11,P006,47,A,West,17.34,4.59,4,3430,322
2024-04-12,P011,48,B,West,49.73,8.07,5,4985,380
2024-04-13,P002,43,D,West,72.76,5.27,2,3468,499
2024-04-14,P009,50,E,South,38.14,6.73,1,2484,191
2024-04-15,P011,55,A,North,12.39,4.03,5,3673,131
2024-04-16,P016,70,D,South,73.65,36.9,5,3389,125
2024-04-17,P013,53,E,West,28.67,1.63,5,3261,205
2024-04-18,P013,54,D,East,75.04,13.49,2,978,34
2024-04-19,P018,51,B,East,10.66,4.4,5,3280,137
2024-04-20,P001,32,A,South,38.11,1.75,4,2943,486
2024-04-21,P020,51,A,West,65.91,32.68,4,4421,468
2024-04-22,P010,52,A,West,88.4,34.31,2,3082,284
2024-04-23,P019,76,B,West,77.87,57.79,5,4391,159
2024-04-24,P017,50,E,East,50.47,3.67,5,1425,427
2024-04-25,P001,55,E,East,74.67,7.09,2,3058,119
2024-04-26,P001,51,A,West,58.38,17.3,5,2548,320
2024-04-27,P017,40,E,South,83.21,42.15,1,2247,27
2024-04-28,P015,63,A,North,79.49,20.91,1,4289,193
2024-04-29,P002,59,E,East,97.83,37.06,1,4676,118
2024-04-30,P011,60,A,East,19.44,9.72,4,4173,329
2024-05-01,P002,43,E,North,40.66,10.7,5,3993,295
2024-05-02,P020,66,D,West,27.31,13.39,5,3661,349
2024-05-03,P009,38,A,South,66.77,42.59,1,4989,134
2024-05-04,P019,58,A,South,69.76,2.59,5,3619,220
2024-05-05,P002,74,C,West,28.34,4.49,3,4350,143
2024-05-06,P016,42,A,East,47.94,11.21,2,3472,36
2024-05-07,P020,46,E,West,64.19,20.98,4,4828,263
2024-05-08,P009,53,D,East,69.31,13.37,4,1192,323
2024-05-09,P020,47,D,South,19.24,5.64,1,2142,412
2024-05-10,P004,36,E,East,92.9,9.31,2,1390,16
2024-05-11,P013,53,B,South,13.07,2.52,3,4069,225
2024-05-12,P015,41,A,South,97.56,50.82,4,569,131
2024-05-13,P020,57,D,South,38.47,13.02,2,1895,446
2024-05-14,P002,43,E,East,38.47,19.07,3,4029,339
2024-05-15,P020,67,D,West,50.14,9.8,4,2285,387
2024-05-16,P018,44,D,South,72.55,13.58,3,4911,26
2024-05-17,P009,49,E,West,24.36,11.79,2,3669,230
2024-05-18,P020,60,C,North,32.95,14.58,4,2788,93
2024-05-19,P001,40,D,North,96.54,27.54,5,2507,36
2024-05-20,P003,54,D,South,88.92,31.02,4,4031,180
2024-05-21,P017,65,B,North,29.12,9.47,1,175,458
2024-05-22,P011,36,C,South,61.57,18.09,5,4245,244
2024-05-23,P008,54,B,East,28.32,8.23,4,886,467
2024-05-24,P012,55,E,East,59.51,27.32,1,3390,107
2024-05-25,P011,60,A,East,42.92,6.43,4,2060,285
2024-05-26,P013,40,E,West,42.62,9.68,5,2878,212
2024-05-27,P015,39,C,South,67.16,28.39,2,2353,141
2024-05-28,P020,57,E,South,32.67,10.73,2,1199,349
2024-05-29,P017,55,C,West,46.38,11.24,4,1860,399
2024-05-30,P012,55,B,West,93.27,47.24,1,3436,486
2024-05-31,P019,56,D,North,77.98,24.05,5,4698,379
2024-06-01,P020,45,E,North,44.5,6.58,4,2901,56
2024-06-02,P011,55,E,East,30.72,13.1,5,3618,83
2024-06-03,P010,55,D,West,69.31,16.8,4,3371,484
2024-06-04,P017,45,E,West,82.69,33.0,2,4935,49
2024-06-05,P013,71,E,West,87.47,33.18,3,2776,18
2024-06-06,P016,57,A,South,60.79,3.56,5,2597,292
2024-06-07,P020,40,A,North,56.51,7.93,4,656,361
2024-06-08,P020,59,D,West,74.77,7.2,4,4851,272
2024-06-09,P017,43,B,East,25.82,5.17,4,1918,210
2024-06-10,P005,60,E,South,86.69,26.67,3,3779,464
2024-06-11,P009,64,E,West,16.65,3.63,4,2749,374
2024-06-12,P004,44,B,North,64.27,7.47,2,1133,58
2024-06-13,P009,62,E,West,63.07,9.7,4,4508,19
2024-06-14,P016,57,B,North,37.96,4.68,1,3107,445
2024-06-15,P007,61,D,North,13.19,3.47,5,321,45
2024-06-16,P014,71,D,North,74.61,15.75,5,2999,459
2024-06-17,P014,50,B,East,12.18,4.54,3,3603,169
2024-06-18,P007,45,B,East,26.17,13.48,5,1098,468
2024-06-19,P016,44,C,North,58.98,22.32,2,1547,48
2024-06-20,P018,44,A,South,94.6,11.58,1,855,169
2024-06-21,P006,52,A,West,15.93,5.31,3,1671,240
2024-06-22,P007,56,E,South,62.09,13.19,5,3688,184
2024-06-23,P019,55,E,South,39.6,0.85,4,417,367
2024-06-24,P008,61,B,West,70.25,34.83,5,3705,348
2024-06-25,P001,53,B,East,95.76,9.49,2,1463,204
2024-06-26,P017,67,A,South,34.17,14.86,5,2923,450
2024-06-27,P019,50,E,South,96.03,26.09,5,2073,389
2024-06-28,P007,80,A,West,88.36,28.98,2,4355,322
2024-06-29,P018,59,D,South,64.64,23.92,1,3259,177
2024-06-30,P006,44,A,South,78.24,4.38,4,1760,185
2024-07-01,P006,42,A,East,87.84,43.73,5,4091,339
2024-07-02,P001,58,B,South,82.31,20.2,4,3830,382
2024-07-03,P010,51,E,North,39.4,6.43,5,800,371
2024-07-04,P008,60,D,East,83.13,19.0,1,479,45
2024-07-05,P007,58,A,West,38.22,3.16,1,572,92
2024-07-06,P009,52,A,West,88.04,45.62,5,3303,17
2024-07-07,P001,44,B,West,32.99,8.51,5,2752,424
2024-07-08,P011,38,C,South,61.5,23.8,4,1764,213
2024-07-09,P003,48,E,West,72.36,27.59,1,4863,363
2024-07-10,P018,61,E,North,48.32,6.3,4,3920,82
2024-07-11,P006,55,E,East,80.47,24.5,2,209,45
2024-07-12,P011,41,A,North,93.28,28.75,3,2390,122
2024-07-13,P005,55,A,West,26.76,17.1,5,4756,375
2024-07-14,P020,57,A,South,13.01,1.31,5,1778,269
2024-07-15,P004,44,C,South,66.39,23.57,4,4867,170
2024-07-16,P008,55,A,West,64.2,10.67,5,4900,328
2024-07-17,P010,54,E,West,40.72,3.8,2,1870,467
2024-07-18,P003,42,E,West,80.69,9.8,1,2737,231
2024-07-19,P013,57,B,South,84.35,16.36,2,3552,465
2024-07-20,P017,59,C,North,39.88,9.09,5,3465,481
2024-07-21,P005,64,D,East,71.4,14.28,4,3608,469
2024-07-22,P008,64,A,West,67.78,11.2,1,1117,115
2024-07-23,P019,39,D,North,40.84,20.0,2,3734,287
2024-07-24,P018,44,A,North,97.22,46.38,2,219,234
2024-07-25,P001,58,C,North,41.18,19.77,4,3902,148
2024-07-26,P004,58,C,West,65.83,12.5,5,2870,37
2024-07-27,P018,58,E,South,44.21,10.45,1,3198,498
2024-07-28,P014,92,C,North,11.06,3.11,1,1923,430
2024-07-29,P011,59,D,North,18.25,4.93,5,2566,436
2024-07-30,P009,65,D,North,30.91,11.49,1,697,111
2024-07-31,P013,63,C,East,83.1,25.19,3,454,218
2024-08-01,P017,60,D,North,49.79,27.82,1,995,191
2024-08-02,P015,50,A,North,62.98,13.25,4,4447,385
2024-08-03,P002,61,B,South,94.95,11.75,3,4216,152
2024-08-04,P006,46,E,North,23.23,3.97,3,1278,415
2024-08-05,P007,51,B,North,87.56,33.0,2,1857,392
2024-08-06,P002,49,D,West,44.13,7.94,3,154,351
2024-08-07,P013,54,E,South,40.37,1.47,5,3395,398
2024-08-08,P010,77,B,North,66.3,35.42,1,599,64
2024-08-09,P016,35,B,North,90.88,28.36,2,2208,233
2024-08-10,P009,60,D,East,41.37,10.17,2,4630,456
2024-08-11,P008,37,E,East,78.53,30.83,4,3393,265
2024-08-12,P015,49,E,North,11.73,6.75,4,2417,99
2024-08-13,P007,64,B,East,66.08,16.02,5,2184,73
2024-08-14,P019,54,E,North,66.75,17.67,4,226,305
2024-08-15,P004,43,E,West,60.05,24.97,3,1562,216
2024-08-16,P009,46,A,East,94.4,31.04,5,4486,69
2024-08-17,P019,60,D,West,94.47,24.61,1,2495,350
2024-08-18,P002,46,D,North,40.79,26.91,5,1249,373
2024-08-19,P007,56,A,East,51.07,5.2,1,4294,402
2024-08-20,P019,54,B,North,81.31,3.74,4,1688,147
2024-08-21,P006,47,C,South,85.95,30.88,3,2697,34
2024-08-22,P015,75,B,West,47.62,17.46,1,1684,145
2024-08-23,P007,60,A,South,41.41,3.17,1,2799,67
2024-08-24,P006,33,E,West,83.86,20.39,5,545,393
2024-08-25,P001,56,A,North,43.92,16.25,2,3186,98
2024-08-26,P014,47,D,East,46.47,4.74,3,2181,348
2024-08-27,P001,62,E,South,22.2,6.55,2,1884,433
2024-08-28,P006,46,B,East,58.87,19.18,5,598,331
2024-08-29,P018,53,E,East,39.38,16.73,2,2793,86
2024-08-30,P017,59,D,South,63.15,19.18,3,3855,409
2024-08-31,P002,62,A,South,50.34,10.63,2,822,405
2024-09-01,P008,42,B,East,77.33,23.23,3,3047,329
2024-09-02,P002,51,C,North,35.0,3.62,3,2268,282
2024-09-03,P016,49,C,South,25.48,8.09,3,2094,223
2024-09-04,P004,47,A,North,73.27,18.82,1,2947,497
2024-09-05,P002,72,B,North,44.57,13.09,4,2745,114
2024-09-06,P005,58,B,South,60.72,18.81,5,1463,145
2024-09-07,P017,41,E,North,94.7,41.42,5,1665,64
2024-09-08,P002,63,A,West,53.57,21.72,4,4673,269
2024-09-09,P014,75,E,North,23.72,11.06,3,2471,249
2024-09-10,P020,64,A,North,48.4,4.43,3,1054,112
2024-09-11,P007,39,D,North,53.07,23.89,1,2611,134
2024-09-12,P015,49,A,East,78.94,27.52,1,3328,327
2024-09-13,P018,67,E,North,27.57,18.96,1,657,111
2024-09-14,P013,47,B,North,41.22,11.7,5,816,250
2024-09-15,P012,59,A,North,14.5,1.12,2,4708,211
2024-09-16,P002,62,B,North,73.18,16.29,5,4810,64
2024-09-17,P012,45,D,East,76.95,2.46,3,4162,353
2024-09-18,P006,54,C,East,51.15,4.32,5,1976,64
2024-09-19,P001,22,C,East,58.44,19.74,3,1889,372
2024-09-20,P001,44,E,South,77.48,33.75,2,302,401
2024-09-21,P015,52,A,South,34.15,3.76,2,3552,464
2024-09-22,P016,42,D,East,64.63,4.3,3,3957,76
2024-09-23,P007,71,D,South,96.75,56.22,3,409,182
2024-09-24,P014,40,B,East,69.22,17.76,1,3354,32
2024-09-25,P019,50,E,North,17.03,4.23,2,337,412
2024-09-26,P019,56,D,East,36.12,1.14,5,2727,445
2024-09-27,P013,69,A,East,56.72,19.37,4,1966,97
2024-09-28,P012,40,D,South,16.54,3.51,5,4058,333
2024-09-29,P001,66,C,East,70.89,20.17,4,3449,212
2024-09-30,P012,54,E,West,68.88,41.63,3,4359,202
2024-10-01,P004,45,B,North,88.87,6.04,4,458,275
2024-10-02,P015,59,A,East,55.0,9.75,1,1232,95
2024-10-03,P016,56,C,East,72.29,32.85,5,867,90
2024-10-04,P015,48,D,East,26.38,5.74,2,3425,447
2024-10-05,P008,55,E,East,10.26,1.88,4,2527,52
2024-10-06,P019,51,E,South,25.5,10.64,4,2617,125
2024-10-07,P015,56,A,South,15.6,12.82,3,2092,275
2024-10-08,P018,61,B,West,48.49,13.99,1,2403,293
2024-10-09,P011,70,C,South,52.15,20.11,4,4869,457
2024-10-10,P009,42,B,West,68.0,34.09,3,2759,88
2024-10-11,P001,76,A,West,22.67,3.48,4,2680,303
2024-10-12,P009,35,A,East,29.32,5.28,4,315,162
2024-10-13,P012,53,C,West,81.85,43.61,4,4055,369
2024-10-14,P002,60,E,North,61.89,13.64,4,3481,445
2024-10-15,P011,57,E,South,12.64,2.44,5,1095,460
2024-10-16,P014,48,C,West,86.36,2.76,4,4622,271
2024-10-17,P002,53,B,North,66.68,29.67,5,317,488
2024-10-18,P015,50,C,South,26.8,11.07,1,2980,139
2024-10-19,P018,49,E,North,32.69,13.02,4,1357,371
2024-10-20,P014,63,B,East,59.82,6.74,4,4049,160
2024-10-21,P012,58,D,East,60.47,23.12,5,314,348
2024-10-22,P010,48,B,South,82.47,13.33,3,184,459
2024-10-23,P014,64,E,West,42.27,5.36,3,778,460
2024-10-24,P015,58,A,North,59.44,20.16,2,599,153
2024-10-25,P005,63,B,East,62.43,11.27,4,3794,415
2024-10-26,P002,61,B,West,60.28,32.43,2,984,169
2024-10-27,P006,47,A,East,16.56,3.6,2,4213,10
2024-10-28,P012,49,E,East,47.01,27.82,3,671,123
2024-10-29,P002,62,D,West,40.5,17.75,3,1817,185
2024-10-30,P004,61,D,South,99.35,9.0,5,3269,415
2024-10-31,P007,55,C,West,51.91,14.23,5,1982,41
2024-11-01,P016,56,D,North,49.17,14.67,4,2349,158
2024-11-02,P001,68,D,South,53.53,21.3,5,4914,483
2024-11-03,P001,49,B,North,92.74,15.83,4,1330,402
2024-11-04,P014,60,C,South,65.03,5.67,5,1109,169
2024-11-05,P011,53,D,East,45.02,18.57,4,548,215
2024-11-06,P012,53,B,West,92.13,14.05,1,4660,246
2024-11-07,P011,66,C,North,93.69,51.87,2,941,427
2024-11-08,P006,63,B,South,33.79,9.46,5,3341,64
2024-11-09,P012,63,A,East,45.41,23.12,1,2430,269
2024-11-10,P012,68,E,East,96.98,27.64,1,3708,208
2024-11-11,P010,55,E,West,58.69,9.79,1,2982,38
2024-11-12,P008,62,E,West,48.86,16.87,1,4751,322
2024-11-13,P020,52,D,North,27.59,6.56,3,4149,422
2024-11-14,P019,58,E,South,44.6,17.81,2,833,36
2024-11-15,P007,54,E,East,66.81,45.23,4,4707,372
2024-11-16,P014,56,C,North,13.48,4.41,4,667,112
2024-11-17,P004,61,C,North,17.5,3.82,3,871,138
2024-11-18,P001,47,C,East,10.48,7.01,1,1247,237
2024-11-19,P008,76,D,South,29.7,4.46,5,3713,225
2024-11-20,P005,45,E,North,26.47,6.24,2,4757,101
2024-11-21,P008,43,D,West,86.57,21.28,2,4309,199
2024-11-22,P008,67,D,East,26.67,8.12,5,1354,308
2024-11-23,P007,63,D,East,69.51,24.78,4,371,477
2024-11-24,P019,61,D,East,20.65,15.3,1,1373,225
2024-11-25,P004,62,D,South,63.42,10.56,3,255,456
2024-11-26,P020,55,D,South,49.21,0.81,1,998,272
2024-11-27,P006,46,E,North,46.78,16.96,5,1874,185
2024-11-28,P012,56,C,North,87.09,14.74,5,4828,117
2024-11-29,P018,49,B,East,25.09,5.11,3,4476,195
2024-11-30,P012,65,B,North,63.57,9.67,5,515,54
2024-12-01,P018,54,B,East,83.97,46.66,4,2820,239
2024-12-02,P003,47,A,West,74.25,13.88,4,3106,267
2024-12-03,P010,52,C,North,98.5,35.31,4,814,454
2024-12-04,P007,60,E,South,10.19,4.11,3,1330,351
2024-12-05,P003,50,D,South,89.59,31.84,4,2224,380
2024-12-06,P019,47,B,East,65.21,11.26,4,273,447
2024-12-07,P013,58,C,West,10.22,0.37,4,2765,411
2024-12-08,P004,58,E,North,51.89,4.13,2,817,314
2024-12-09,P010,50,B,North,79.07,19.34,3,4823,497
2024-12-10,P006,51,C,West,26.43,8.92,3,964,295
2024-12-11,P001,58,E,West,71.06,20.23,4,2195,218
2024-12-12,P006,41,C,North,22.57,6.16,5,3453,110
2024-12-13,P008,41,D,East,82.31,28.52,3,1383,364
2024-12-14,P015,48,C,North,61.16,21.7,3,1770,367
2024-12-15,P008,53,C,West,13.05,1.93,5,3706,230
2024-12-16,P006,59,A,South,18.18,7.69,4,4545,89
2024-12-17,P019,70,D,North,87.75,6.08,2,781,94
2024-12-18,P014,64,C,West,12.97,8.32,1,595,467
2024-12-19,P002,54,D,South,36.87,10.6,5,4105,14
2024-12-20,P007,55,C,North,61.02,12.33,1,4208,460
2024-12-21,P008,46,D,East,29.21,7.66,5,3093,296
2024-12-22,P010,56,E,East,30.18,5.65,2,4567,131
2024-12-23,P013,53,B,North,79.84,52.05,2,3144,22
2024-12-24,P020,59,A,North,36.19,9.87,4,3089,25
2024-12-25,P001,47,B,South,13.47,1.55,1,3478,477
2024-12-26,P009,61,C,East,74.9,4.0,2,2868,489
2024-12-27,P010,71,C,West,95.89,16.7,3,4324,272
2024-12-28,P020,55,E,North,84.87,7.16,2,3648,397
2024-12-29,P002,60,C,East,59.37,8.53,4,2327,321
2024-12-30,P020,63,D,East,48.24,4.1,2,2312,344
2024-12-31,P011,52,B,North,93.26,19.75,5,821,15
2025-01-01,P005,58,C,North,78.96,34.94,5,1030,188
2025-01-02,P018,56,E,West,61.36,11.89,1,1302,35
2025-01-03,P007,57,A,North,89.18,19.5,5,4006,49
2025-01-04,P003,48,B,West,64.15,9.44,1,1495,246
2025-01-05,P016,56,E,North,97.62,23.0,1,835,93
2025-01-06,P015,61,E,South,87.25,53.71,1,4719,105
2025-01-07,P008,70,B,North,59.54,5.87,3,691,392
2025-01-08,P020,66,E,South,93.06,28.17,1,653,158
2025-01-09,P005,78,A,North,40.82,11.13,5,2714,417
2025-01-10,P003,48,A,East,73.08,16.24,5,2707,454
2025-01-11,P005,65,C,North,25.41,18.49,2,4506,270
2025-01-12,P009,58,D,South,90.58,9.62,2,3897,246
2025-01-13,P016,78,C,North,32.32,10.37,5,1766,161
2025-01-14,P014,48,D,North,95.41,42.69,3,639,385
2025-01-15,P018,48,B,East,11.53,3.51,4,2199,296
2025-01-16,P007,50,E,East,71.37,20.68,1,2613,246
2025-01-17,P015,35,C,South,23.51,5.99,2,4883,211
2025-01-18,P008,51,E,North,79.37,13.82,5,3393,193
2025-01-19,P003,49,C,North,54.27,2.3,1,1031,247
2025-01-20,P011,58,C,East,91.87,33.86,2,3678,415
2025-01-21,P020,60,A,South,74.36,14.57,1,2327,464
2025-01-22,P018,75,D,North,79.14,6.99,1,331,474
2025-01-23,P015,66,B,South,20.84,6.03,4,3591,164
2025-01-24,P010,50,E,South,18.69,2.34,1,4423,496
2025-01-25,P003,47,C,South,86.55,19.43,2,2641,226
2025-01-26,P015,61,E,East,30.32,3.38,1,4403,264
2025-01-27,P006,43,A,West,88.02,40.95,1,4775,50
2025-01-28,P011,75,B,East,22.83,4.4,3,3714,480
2025-01-29,P011,68,D,North,37.76,12.21,4,4475,112
2025-01-30,P019,52,D,South,93.59,8.13,3,4770,443
2025-01-31,P003,39,C,South,85.57,16.99,1,833,173
2025-02-01,P013,70,B,South,14.88,3.16,1,1811,254
2025-02-02,P008,55,D,North,50.33,8.54,5,1130,120
2025-02-03,P011,69,B,North,91.89,9.38,2,117,237
2025-02-04,P011,40,E,South,11.33,4.0,2,3583,102
2025-02-05,P013,50,A,South,19.66,3.21,2,1707,451
2025-02-06,P003,56,B,South,68.07,30.74,5,2936,71
2025-02-07,P006,57,B,North,19.45,8.3,1,1745,309
2025-02-08,P010,52,D,South,50.4,13.24,1,1213,97
2025-02-09,P019,63,C,South,55.7,8.93,5,3711,398
2025-02-10,P012,46,C,East,87.42,4.99,2,4846,292
2025-02-11,P014,55,E,South,96.17,40.23,4,2089,372
2025-02-12,P011,58,D,East,56.1,11.28,5,1835,121
2025-02-13,P010,62,D,South,55.93,13.67,1,837,357
2025-02-14,P003,64,A,East,75.41,16.12,1,305,52
2025-02-15,P013,45,C,East,27.33,2.58,2,1735,363
2025-02-16,P018,41,D,North,94.68,33.73,4,2689,80
2025-02-17,P013,69,E,South,10.11,2.19,5,2551,338
2025-02-18,P014,60,A,South,10.16,7.38,1,1971,382
2025-02-19,P014,49,C,South,66.31,5.02,3,3236,465
2025-02-20,P007,72,C,East,40.73,19.05,3,1006,189
2025-02-21,P012,58,C,North,45.83,16.3,2,4811,448
2025-02-22,P004,68,A,West,29.93,9.89,5,2122,441
2025-02-23,P016,57,E,East,46.7,4.1,3,1627,68
2025-02-24,P019,77,E,West,84.52,22.16,1,4442,320
2025-02-25,P010,74,D,East,72.93,10.71,3,1483,461
2025-02-26,P016,54,D,East,18.52,3.78,3,632,405
2025-02-27,P005,66,C,South,15.1,3.96,3,2581,362
2025-02-28,P016,63,B,East,55.56,12.87,1,2139,273
2025-03-01,P001,70,D,East,75.71,19.15,5,3227,333
2025-03-02,P005,47,E,North,69.8,8.24,5,651,427
2025-03-03,P013,64,C,South,87.77,5.94,1,2813,107
2025-03-04,P013,67,E,North,21.99,1.8,2,2583,200
2025-03-05,P003,39,C,West,64.52,31.51,2,3254,246
2025-03-06,P017,45,A,South,78.94,5.05,4,1284,56
2025-03-07,P019,36,D,North,94.41,30.62,1,434,306
2025-03-08,P005,54,A,South,19.08,4.31,1,3322,346
2025-03-09,P005,64,D,South,31.57,6.45,1,4568,99
2025-03-10,P015,72,E,West,41.91,24.49,4,868,420
2025-03-11,P010,58,E,East,58.67,10.82,5,3121,304
2025-03-12,P012,73,B,West,46.78,10.4,4,1084,474
2025-03-13,P011,43,E,North,87.5,60.44,4,3442,330
2025-03-14,P001,40,C,South,95.55,11.61,3,696,108
2025-03-15,P003,56,B,East,16.31,9.44,2,3366,250
2025-03-16,P004,61,C,North,72.97,12.32,2,1765,68
2025-03-17,P019,57,B,West,20.28,6.06,3,1628,289
2025-03-18,P020,36,C,South,90.82,27.18,1,1926,77
2025-03-19,P003,56,B,West,22.79,5.38,3,4728,34
2025-03-20,P018,44,D,South,99.24,30.29,1,3157,188
2025-03-21,P003,64,D,South,48.5,6.59,2,1231,145
2025-03-22,P007,61,B,East,44.37,15.95,2,623,448
2025-03-23,P001,48,A,West,62.77,11.79,5,3079,305
2025-03-24,P019,52,B,North,45.49,22.06,3,2379,488
2025-03-25,P018,47,A,South,31.12,6.78,3,3905,268
2025-03-26,P002,56,C,South,66.62,7.09,3,3975,347
2025-03-27,P012,67,B,North,75.55,7.07,2,4525,287
